Date,Open,High,Low,Close,Volume
2013-02-19,149.27,150.21,150.21,150.21,1
2013-02-15,148.74,149.26,149.26,149.26,1
2013-02-14,151.66,148.76,148.76,148.76,1
2013-02-13,152.29,151.84,151.84,151.84,1
2013-02-12,151.33,152.29,152.29,152.29,1
2013-02-11,151.45,151.34,151.34,151.34,1
2013-02-08,151.43,151.47,151.47,151.47,1
2013-02-07,152.01,151.43,151.43,151.43,1
2013-02-06,151.58,152.01,152.01,152.01,1
2013-02-05,151.29,151.59,151.59,151.59,1
2013-02-04,152.07,151.29,151.29,151.29,1
2013-02-01,149.22,152.04,152.04,152.04,1
2013-01-31,148.58,149.23,149.23,149.23,1
2013-01-30,149.14,148.58,148.58,148.58,1
2013-01-29,147.07,149.14,149.14,149.14,1
2013-01-28,146.75,147.06,147.06,147.06,1
2013-01-25,146.23,146.75,146.75,146.75,1
2013-01-24,146.66,146.22,146.22,146.22,1
2013-01-23,146.42,146.66,146.66,146.66,1
2013-01-22,145.4,146.43,146.43,146.43,1
2013-01-18,144.3,145.42,145.42,145.42,1
2013-01-17,143.62,144.3,144.3,144.3,1
2013-01-16,145.29,143.61,143.61,143.61,1
2013-01-15,146.67,145.3,145.3,145.3,1
2013-01-14,148.24,146.67,146.67,146.67,1
2013-01-11,148.81,148.24,148.24,148.24,1
2013-01-10,147.62,148.81,148.81,148.81,1
2013-01-09,148.0,147.63,147.63,147.63,1
2013-01-08,150.58,148.0,148.0,148.0,1
2013-01-07,151.22,152.09,152.09,152.09,1
2013-01-04,150.3,151.23,151.23,151.23,1
2013-01-03,150.69,150.3,150.3,150.3,1
2013-01-02,146.1,150.68,150.68,150.68,1
2012-12-31,144.39,146.04,146.04,146.04,1
2012-12-28,145.92,144.4,144.4,144.4,1
2012-12-27,146.09,145.94,145.94,145.94,1
2012-12-26,146.2,146.15,146.15,146.15,1
2012-12-24,146.06,146.19,146.19,146.19,1
2012-12-21,147.72,146.08,146.08,146.08,1
2012-12-20,146.55,147.71,147.71,147.71,1
2012-12-19,148.3,146.55,146.55,146.55,1
2012-12-18,148.16,148.29,148.29,148.3,1
2012-12-17,147.68,148.17,148.17,148.17,1
2012-12-14,148.66,147.67,147.67,147.67,1
2012-12-13,149.38,148.66,148.66,148.66,1
2012-12-12,147.84,149.37,149.37,149.37,1
2012-12-11,146.39,147.84,147.84,147.84,1
2012-12-10,146.92,146.38,146.38,146.38,1
2012-12-07,146.71,146.93,146.93,146.93,1
